Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P2097,F1808,Southwest,LAX,SFO,2024-05-13 07:51:07,262,On-time,1181,383.36,65,Female,High,Business,Premium Economy,1,Silver,Airport Kiosk,5.8,0.0,42,0,0,Aisle
P2098,F517,American Airlines,ATL,DEN,2024-07-29 20:12:10,143,Delayed,599,228.45,45,Male,High,Leisure,Economy,0,Silver,Desk,10.0,5.0,70,0,0,Aisle
P2099,F191,Delta,ORD,SEA,2023-10-10 16:23:07,194,On-time,933,221.7,41,Male,Medium,Leisure,Economy,3,None,Mobile App,6.3,10.0,9,1,0,Aisle
P2100,F511,Delta,ATL,SFO,2023-04-30 00:24:36,155,Delayed,1091,333.22,18,Female,Low,Business,First,0,Platinum,Airport Kiosk,10.0,23.0,9,0,0,Middle
P2101,F1499,JetBlue,ORD,SFO,2023-05-06 06:35:48,113,On-time,1257,211.38,23,Male,Low,Leisure,Economy,0,None,Airport Kiosk,7.1,9.0,82,0,0,Middle
P2102,F1699,United,LAX,SEA,2023-08-15 13:53:56,165,On-time,1726,306.5,19,Female,High,Leisure,Economy,3,None,Desk,9.4,6.0,15,0,0,Window
P2103,F369,United,SEA,JFK,2023-10-07 11:10:13,232,On-time,1749,428.63,36,Male,Medium,Leisure,Economy,2,None,Airport Kiosk,6.3,2.0,84,1,0,Middle
P2104,F1350,United,SEA,SFO,2023-10-26 02:58:16,297,On-time,968,242.2,48,Male,Medium,Emergency,Economy,1,Silver,Airport Kiosk,8.7,15.0,6,0,0,Middle
P2105,F823,American Airlines,DFW,SFO,2024-02-14 19:28:55,202,On-time,897,128.67,21,Male,Medium,Leisure,Economy,0,None,Desk,8.6,6.0,107,0,1,Middle
P2106,F1833,United,JFK,JFK,2025-02-28 19:47:28,321,On-time,1135,373.35,38,Male,Medium,Leisure,Economy,2,None,Online,6.3,12.0,29,0,0,Aisle
P2107,F1340,United,SFO,ORD,2023-07-28 18:31:53,131,Delayed,1419,478.45,59,Male,High,Emergency,Economy,1,None,Airport Kiosk,7.3,1.0,111,0,0,Aisle
P2108,F1986,United,JFK,SEA,2025-03-22 21:11:36,198,On-time,1261,457.41,45,Male,High,Emergency,Premium Economy,0,Gold,Online,4.5,21.0,95,0,0,Middle
P2109,F1862,United,LAX,LAX,2023-06-04 15:23:05,130,On-time,1344,272.42,50,Female,High,Family,Premium Economy,0,None,Mobile App,6.6,20.0,97,0,0,Middle
P2110,F1147,United,DEN,ORD,2024-08-05 19:20:46,148,On-time,996,266.28,36,Male,Low,Business,Economy,2,None,Airport Kiosk,5.5,11.0,35,1,0,Window
P2111,F26,United,JFK,SFO,2024-02-16 19:35:52,276,On-time,655,271.53,27,Female,Medium,Business,Economy,0,None,Online,6.0,6.0,104,0,0,Middle
P2112,F607,Southwest,LAX,JFK,2023-11-16 06:23:23,219,On-time,932,366.0,67,Female,Low,Leisure,Economy,1,None,Airport Kiosk,7.4,1.0,29,0,0,Window
P2113,F620,American Airlines,LAX,ORD,2023-08-15 17:21:50,-12,On-time,1449,221.38,59,Male,High,Business,Economy,0,Gold,Mobile App,8.2,12.0,64,0,0,Middle
P2114,F1654,Delta,SEA,JFK,2024-12-08 13:30:51,275,On-time,1466,274.86,71,Female,Medium,Business,Economy,1,None,Airport Kiosk,7.6,2.0,24,0,0,Window
P2115,F1335,JetBlue,JFK,SFO,2023-11-08 03:03:35,166,On-time,1457,251.89,61,Male,High,Business,Premium Economy,1,None,Airport Kiosk,8.3,22.0,103,0,1,Aisle
P2116,F1700,Southwest,SFO,ATL,2024-08-28 07:23:39,122,On-time,705,404.69,40,Male,Medium,Leisure,Economy,0,None,Mobile App,8.3,2.0,20,0,0,Aisle
P2117,F1003,JetBlue,LAX,DEN,2024-11-09 12:18:31,230,On-time,1134,386.26,75,Female,Low,Business,Business,0,None,Mobile App,6.3,14.0,91,0,0,Window
P2118,F1775,Southwest,DFW,DFW,2025-01-20 03:47:33,156,On-time,2058,433.43,25,Male,Low,Emergency,Business,2,None,Mobile App,7.1,3.0,86,0,1,Window
P2119,F477,JetBlue,ATL,JFK,2024-05-27 00:54:47,140,On-time,1278,370.48,37,Female,Low,Leisure,Economy,2,Gold,Desk,6.7,17.0,19,0,0,Middle
P2120,F223,Delta,SEA,SFO,2024-04-23 03:43:54,314,On-time,925,269.5,49,Male,Low,Family,Premium Economy,2,Silver,Airport Kiosk,6.4,0.0,65,0,0,Middle
P2121,F1568,Southwest,DFW,ORD,2024-05-25 02:45:40,186,Delayed,2105,406.71,54,Male,High,Family,Business,0,None,Desk,7.7,4.0,4,0,0,Aisle
P2122,F1831,JetBlue,DEN,LAX,2024-02-09 17:35:12,102,On-time,1349,335.42,77,Female,Low,Emergency,Economy,1,Silver,Desk,6.1,3.0,65,0,0,Aisle
P2123,F950,Southwest,ORD,SEA,2023-06-15 22:17:07,145,On-time,1676,357.49,63,Female,Low,Business,Economy,0,None,Mobile App,4.5,17.0,35,0,0,Window
P2124,F1183,Delta,LAX,SFO,2023-12-11 05:33:56,273,On-time,1144,445.93,53,Male,Low,Business,Economy,4,None,Mobile App,7.2,4.0,116,0,0,Aisle
P2125,F966,United,SFO,SFO,2024-08-21 07:00:23,236,On-time,1520,242.25,51,Female,Medium,Emergency,Premium Economy,0,Gold,Desk,7.2,28.0,34,0,0,Aisle
P2126,F1552,JetBlue,SEA,DFW,2024-03-10 14:25:18,196,On-time,1196,207.03,49,Female,Medium,Leisure,Economy,1,Silver,Online,7.6,3.0,99,0,0,Window
P2127,F1810,Delta,SEA,JFK,2024-02-08 22:31:38,178,On-time,1225,425.92,56,Female,Medium,Family,Business,0,Platinum,Online,6.8,2.0,114,0,0,Aisle
P2128,F1450,Southwest,SFO,ATL,2023-06-16 03:20:03,205,On-time,1307,368.05,19,Female,Low,Family,Economy,0,None,Airport Kiosk,7.2,1.0,29,1,0,Aisle
P2129,F1005,JetBlue,DEN,DFW,2024-05-20 21:47:50,72,On-time,1413,313.31,41,Female,Medium,Leisure,Economy,1,None,Desk,5.5,0.0,90,0,1,Middle
P2130,F1477,United,ATL,DFW,2024-07-19 05:56:50,217,On-time,1214,191.53,28,Female,Medium,Family,Economy,0,Platinum,Online,10.0,0.0,2,0,0,Middle
P2131,F383,JetBlue,ORD,ORD,2025-02-06 14:25:55,248,On-time,1045,384.59,73,Female,Low,Business,Economy,1,Gold,Online,6.5,0.0,111,0,0,Aisle
P2132,F648,American Airlines,DFW,DFW,2024-02-02 01:34:48,173,Cancelled,1380,152.07,68,Male,Medium,Leisure,Economy,1,Silver,Online,7.1,2.0,53,0,0,Aisle
P2133,F1687,Southwest,LAX,SEA,2024-07-17 07:08:47,157,On-time,1586,481.68,40,Male,High,Leisure,First,2,Gold,Online,5.7,2.0,34,0,1,Middle
P2134,F1209,Southwest,SFO,SEA,2023-10-07 19:40:01,215,On-time,1080,385.2,52,Male,Medium,Family,Economy,0,None,Mobile App,6.2,14.0,87,0,0,Window
P2135,F1721,American Airlines,ATL,DEN,2023-11-01 08:07:21,119,On-time,1253,359.27,37,Female,Medium,Family,Economy,1,None,Mobile App,5.7,0.0,92,0,0,Aisle
P2136,F1210,Southwest,ORD,ATL,2023-12-03 23:55:45,208,On-time,1076,88.78,37,Female,Medium,Emergency,Premium Economy,2,None,Airport Kiosk,3.8,17.0,113,0,0,Aisle
P2137,F475,American Airlines,LAX,ORD,2023-12-18 17:08:25,93,Delayed,1424,442.13,44,Female,Medium,Emergency,Economy,0,None,Airport Kiosk,6.7,9.0,99,0,0,Window
P2138,F1167,Delta,DEN,SFO,2023-04-26 06:47:18,150,On-time,1199,331.49,76,Female,Low,Emergency,Economy,1,None,Mobile App,8.0,20.0,26,0,0,Window
P2139,F105,United,SEA,SEA,2023-05-29 01:12:02,180,On-time,670,466.05,45,Male,Low,Emergency,Economy,2,Gold,Online,7.5,5.0,117,0,0,Middle
P2140,F558,United,DEN,SFO,2025-04-21 17:53:46,155,On-time,1253,477.12,72,Female,Medium,Family,Business,0,Platinum,Desk,8.3,1.0,56,0,0,Aisle
P2141,F25,JetBlue,LAX,SFO,2023-05-30 10:37:30,163,On-time,929,309.54,64,Male,Low,Leisure,Economy,2,None,Mobile App,3.3,7.0,2,0,0,Window
P2142,F1495,Delta,SFO,ORD,2024-02-20 03:17:33,228,On-time,1394,350.71,33,Female,Medium,Leisure,Premium Economy,1,None,Airport Kiosk,8.4,3.0,98,0,0,Aisle
P2143,F97,JetBlue,SEA,LAX,2025-03-10 18:36:24,189,On-time,1289,401.72,67,Male,Low,Business,Premium Economy,0,Gold,Airport Kiosk,5.9,6.0,72,0,0,Middle
P2144,F1674,JetBlue,ORD,SEA,2024-02-28 10:08:22,330,On-time,625,292.78,67,Male,Low,Business,Premium Economy,0,None,Mobile App,6.9,2.0,2,0,1,Middle
P2145,F840,American Airlines,LAX,LAX,2023-06-08 02:40:25,104,On-time,999,486.54,57,Male,Medium,Leisure,Economy,0,None,Mobile App,6.9,9.0,7,0,0,Aisle
P2146,F899,Delta,SEA,JFK,2025-04-03 10:29:32,225,On-time,1466,309.64,72,Male,Medium,Emergency,First,2,None,Online,6.2,22.0,85,0,0,Middle
P2147,F1878,United,ATL,ATL,2025-03-05 15:06:58,231,On-time,681,243.55,72,Female,High,Emergency,Business,0,None,Desk,7.5,0.0,30,0,0,Window
P2148,F1755,American Airlines,LAX,ORD,2024-03-23 16:58:44,165,On-time,1240,415.27,76,Female,High,Family,Economy,1,None,Airport Kiosk,5.2,4.0,22,0,1,Window
P2149,F164,American Airlines,ATL,DFW,2024-10-06 20:46:15,192,Cancelled,1030,305.53,34,Male,High,Leisure,Economy,3,None,Airport Kiosk,7.0,6.0,8,0,0,Window
P2150,F1172,United,JFK,SFO,2025-03-24 17:14:24,317,On-time,1293,431.3,67,Female,Medium,Family,Economy,1,Gold,Desk,7.0,2.0,58,0,1,Window
P2151,F345,American Airlines,SEA,ATL,2025-02-18 00:26:07,290,On-time,1358,328.76,38,Female,High,Emergency,First,1,Gold,Online,5.7,16.0,29,0,0,Aisle
P2152,F596,United,SFO,LAX,2024-04-26 17:40:42,332,On-time,1025,345.54,40,Female,Medium,Family,Economy,1,None,Online,10.0,13.0,1,0,0,Window
P2153,F157,JetBlue,ORD,SEA,2023-12-21 09:02:22,189,Cancelled,1434,221.53,59,Female,High,Emergency,Economy,0,Silver,Desk,7.7,0.0,86,0,0,Middle
P2154,F553,American Airlines,DEN,LAX,2025-04-19 00:17:26,325,On-time,953,411.0,73,Female,Low,Leisure,Economy,0,None,Airport Kiosk,7.2,1.0,56,1,0,Window
P2155,F859,United,ORD,DEN,2023-05-30 02:46:56,164,On-time,1567,279.93,55,Female,Low,Emergency,First,0,None,Mobile App,7.9,3.0,50,0,1,Aisle
P2156,F783,Southwest,JFK,JFK,2024-01-09 20:24:38,174,On-time,949,158.71,67,Female,Medium,Emergency,Economy,1,Silver,Desk,7.6,24.0,26,0,0,Aisle
P2157,F1073,Southwest,SFO,JFK,2025-02-09 15:13:32,166,On-time,835,318.25,56,Female,Medium,Leisure,Economy,1,Platinum,Mobile App,6.9,14.0,76,0,0,Aisle
P2158,F937,Southwest,SFO,LAX,2024-07-01 08:55:52,260,On-time,1150,251.91,72,Female,Medium,Family,Economy,2,Silver,Airport Kiosk,7.4,15.0,66,0,0,Middle
P2159,F1386,American Airlines,DEN,LAX,2024-06-14 13:16:51,134,On-time,1615,367.36,48,Male,Medium,Leisure,Economy,2,Silver,Mobile App,7.6,1.0,82,0,0,Aisle
P2160,F671,American Airlines,DEN,DFW,2023-07-25 20:19:39,211,On-time,922,221.63,24,Female,High,Family,Business,1,Silver,Online,9.0,3.0,34,1,0,Window
P2161,F1293,Southwest,ORD,DFW,2023-10-25 22:19:29,159,Delayed,1186,311.85,27,Female,High,Emergency,Economy,4,None,Airport Kiosk,7.7,25.0,12,0,0,Aisle
P2162,F1838,Delta,SEA,SEA,2023-08-08 00:38:52,121,On-time,1064,189.7,42,Male,High,Leisure,Economy,0,Silver,Mobile App,5.7,18.0,84,0,0,Window
P2163,F292,American Airlines,ATL,DFW,2023-08-19 13:12:16,89,Cancelled,975,209.84,37,Male,Medium,Family,Premium Economy,2,None,Desk,4.5,20.0,41,0,1,Middle
P2164,F634,American Airlines,DEN,SFO,2024-08-24 20:35:39,131,On-time,1288,363.94,35,Male,Medium,Leisure,Premium Economy,0,Silver,Online,7.2,3.0,28,0,0,Middle
P2165,F1035,JetBlue,LAX,SFO,2024-07-01 08:28:59,309,On-time,1631,491.3,74,Female,Low,Emergency,Premium Economy,0,None,Mobile App,7.7,12.0,58,0,0,Aisle
P2166,F725,JetBlue,JFK,ORD,2024-12-13 21:16:27,204,On-time,1793,521.59,42,Male,High,Emergency,Economy,0,Silver,Online,4.2,5.0,75,0,0,Window
P2167,F656,United,DFW,DFW,2024-02-10 06:32:02,216,On-time,934,500.04,26,Female,Medium,Family,Economy,0,Silver,Desk,5.4,2.0,5,0,0,Window
P2168,F1824,American Airlines,DEN,ORD,2024-09-12 21:01:04,172,On-time,1329,197.6,45,Female,Medium,Family,Premium Economy,1,Silver,Online,5.4,0.0,61,1,0,Window
P2169,F1310,Delta,DEN,DFW,2024-11-08 09:53:38,256,On-time,1844,299.47,53,Female,Low,Emergency,Economy,1,Platinum,Mobile App,5.6,5.0,78,0,0,Middle
P2170,F193,United,SFO,LAX,2024-08-24 11:17:15,240,On-time,1076,375.55,57,Male,Medium,Leisure,Economy,3,Platinum,Mobile App,5.1,0.0,69,0,0,Middle
P2171,F1663,Delta,JFK,ORD,2024-03-03 11:38:45,141,Delayed,1662,538.53,25,Female,Medium,Family,Economy,1,None,Online,7.3,30.0,41,0,1,Aisle
P2172,F1471,JetBlue,SEA,ORD,2023-10-10 17:27:39,256,On-time,1587,498.77,43,Male,Low,Leisure,Premium Economy,1,Gold,Mobile App,10.0,12.0,119,0,0,Middle
P2173,F1172,United,DFW,DFW,2024-11-07 20:31:01,276,Delayed,1178,395.73,78,Female,High,Leisure,Premium Economy,3,Platinum,Mobile App,6.7,0.0,119,0,1,Middle
P2174,F33,JetBlue,ATL,SFO,2024-10-22 09:52:15,182,Delayed,1540,473.33,36,Male,High,Leisure,Premium Economy,1,None,Airport Kiosk,6.2,18.0,52,0,0,Aisle
P2175,F1684,American Airlines,ATL,JFK,2024-07-01 01:42:03,186,Cancelled,865,465.42,39,Female,Low,Family,Premium Economy,1,Gold,Mobile App,8.0,13.0,99,0,0,Middle
P2176,F299,JetBlue,ORD,DEN,2023-11-07 20:48:04,124,On-time,1444,359.0,23,Male,Medium,Business,Business,1,Platinum,Mobile App,7.6,7.0,58,0,0,Window
P2177,F1938,American Airlines,JFK,DEN,2024-01-28 04:34:10,123,Delayed,925,256.51,21,Male,High,Family,Economy,1,Silver,Desk,5.7,8.0,19,0,1,Window
P2178,F359,Delta,ATL,LAX,2023-06-10 08:47:26,114,On-time,1433,521.43,61,Male,Low,Business,First,0,Silver,Airport Kiosk,7.6,0.0,91,0,0,Middle
P2179,F508,Southwest,LAX,LAX,2024-12-14 06:05:58,203,On-time,1220,324.22,68,Male,Low,Business,Economy,3,None,Airport Kiosk,6.8,16.0,59,0,1,Window
P2180,F904,American Airlines,SEA,ORD,2025-01-08 11:38:46,144,On-time,804,307.81,40,Female,High,Leisure,Economy,0,Gold,Online,7.4,20.0,104,0,0,Aisle
P2181,F6,Delta,SEA,LAX,2024-06-29 00:01:50,120,On-time,1229,355.93,43,Male,Low,Emergency,Economy,3,None,Airport Kiosk,8.6,23.0,1,0,1,Window
P2182,F639,Southwest,DFW,JFK,2024-11-25 07:11:06,232,On-time,565,501.05,31,Male,Medium,Leisure,First,0,Silver,Desk,7.0,8.0,37,0,0,Middle
P2183,F796,JetBlue,DFW,ORD,2024-12-01 04:25:38,229,On-time,1093,292.11,36,Female,High,Family,Economy,0,None,Desk,6.6,8.0,34,1,0,Aisle
P2184,F427,United,DFW,SFO,2024-02-17 13:21:11,157,On-time,793,374.99,33,Male,Medium,Business,Economy,0,Silver,Desk,6.1,3.0,24,0,0,Middle
P2185,F1513,Southwest,JFK,ATL,2023-07-02 09:11:43,144,On-time,1165,482.72,30,Female,Medium,Leisure,Business,1,Silver,Desk,6.6,3.0,71,0,0,Aisle
P2186,F1317,United,LAX,ATL,2024-11-04 05:41:07,220,On-time,654,347.31,56,Female,Low,Family,Business,0,None,Desk,2.8,7.0,22,0,0,Middle
P2187,F1836,American Airlines,DEN,SFO,2023-11-26 17:30:46,128,On-time,1210,196.12,31,Male,Medium,Leisure,Economy,0,None,Desk,6.7,21.0,36,0,0,Middle
P2188,F408,Delta,JFK,SFO,2023-12-12 10:13:06,97,Cancelled,1639,239.6,63,Female,Low,Emergency,Premium Economy,1,Silver,Mobile App,6.9,15.0,31,0,0,Middle
P2189,F1357,Southwest,ORD,DEN,2023-06-02 07:28:04,210,On-time,1326,514.68,76,Male,Medium,Family,Economy,1,Gold,Desk,6.1,16.0,108,0,0,Middle
P2190,F543,Delta,SFO,JFK,2024-05-09 18:29:56,206,On-time,1088,176.81,47,Female,Medium,Business,Economy,2,Silver,Desk,6.3,2.0,51,0,1,Middle
P2191,F1318,American Airlines,LAX,LAX,2023-07-01 10:45:36,190,On-time,1585,299.29,27,Male,Medium,Business,Business,0,None,Mobile App,5.9,2.0,95,0,1,Aisle
P2192,F475,American Airlines,ATL,DFW,2023-07-22 01:48:45,90,On-time,1305,235.72,38,Female,Medium,Business,Economy,0,None,Airport Kiosk,9.2,13.0,2,0,0,Aisle
P2193,F50,Southwest,ORD,JFK,2025-03-27 06:37:45,150,Delayed,1348,315.34,62,Male,Low,Family,Economy,1,Silver,Desk,4.9,2.0,18,0,0,Window
P2194,F1081,United,SEA,ORD,2025-03-03 20:02:17,231,On-time,973,449.8,27,Male,Low,Emergency,Economy,2,None,Desk,7.4,16.0,11,1,0,Window
P2195,F97,Southwest,JFK,SFO,2025-01-31 19:51:55,184,On-time,1544,479.93,79,Male,Low,Business,Economy,0,Gold,Desk,4.9,33.0,15,0,0,Window
P2196,F1596,Southwest,ATL,DFW,2024-04-26 20:37:02,127,On-time,1393,375.72,26,Female,High,Business,Economy,0,Platinum,Online,3.8,12.0,43,0,0,Middle
P2197,F51,JetBlue,SFO,ORD,2023-07-11 05:50:49,141,On-time,968,254.36,79,Male,Low,Business,Business,2,Silver,Desk,6.1,8.0,13,0,0,Aisle
P2198,F1508,American Airlines,ORD,ATL,2024-07-18 02:07:18,140,On-time,1134,461.28,54,Female,Low,Emergency,Premium Economy,0,None,Airport Kiosk,6.6,3.0,75,0,0,Window
P2199,F1815,American Airlines,LAX,LAX,2024-06-06 11:29:33,251,On-time,871,373.56,68,Female,High,Leisure,Economy,0,Silver,Airport Kiosk,9.8,17.0,99,0,0,Aisle
P2200,F1707,Delta,SEA,SFO,2024-04-26 11:44:27,79,On-time,2009,369.36,48,Female,Medium,Business,Premium Economy,0,None,Airport Kiosk,4.9,1.0,40,0,0,Middle
P2201,F1264,American Airlines,DEN,LAX,2024-05-21 00:50:48,180,On-time,513,264.57,34,Male,Low,Emergency,Economy,2,Gold,Desk,7.1,7.0,79,0,0,Middle
P2202,F1730,American Airlines,ORD,SEA,2023-09-01 06:59:41,161,On-time,732,378.18,39,Female,Low,Leisure,Economy,0,None,Desk,5.6,4.0,24,0,0,Window
P2203,F719,Delta,LAX,SEA,2023-09-05 17:24:09,114,Delayed,740,459.23,59,Female,Medium,Leisure,Economy,1,None,Airport Kiosk,8.9,18.0,41,0,1,Aisle
P2204,F1748,Southwest,JFK,DFW,2025-01-09 22:43:47,80,Delayed,1214,315.04,73,Male,Medium,Family,First,2,Silver,Online,8.6,14.0,6,0,0,Window
P2205,F120,American Airlines,DFW,DEN,2024-10-07 06:11:25,154,Delayed,603,518.03,28,Female,Medium,Emergency,Premium Economy,2,Gold,Desk,7.1,5.0,57,0,0,Aisle
P2206,F12,United,ORD,DEN,2024-02-06 20:26:58,238,On-time,856,462.05,53,Female,High,Leisure,First,0,Silver,Airport Kiosk,4.0,31.0,86,0,0,Window
P2207,F1212,American Airlines,DEN,SEA,2024-07-14 20:20:44,327,On-time,978,454.97,49,Male,Medium,Family,Premium Economy,1,None,Mobile App,6.9,4.0,64,0,0,Window
P2208,F662,Delta,ATL,LAX,2023-12-08 07:56:44,198,On-time,873,337.78,58,Female,Medium,Emergency,Business,0,None,Mobile App,7.2,11.0,85,0,0,Window
P2209,F1968,JetBlue,DEN,DEN,2024-09-04 07:48:10,67,On-time,1135,352.12,48,Male,Medium,Business,Economy,1,Gold,Mobile App,1.9,15.0,92,0,0,Middle
P2210,F1502,United,DEN,JFK,2025-04-08 05:48:40,196,On-time,1783,394.57,56,Female,Medium,Emergency,Economy,1,None,Airport Kiosk,7.2,11.0,119,0,0,Aisle
P2211,F1255,American Airlines,JFK,SFO,2023-05-12 01:57:40,182,On-time,1511,316.5,63,Female,High,Family,Business,0,Platinum,Online,7.0,4.0,88,0,0,Window
P2212,F870,Delta,ORD,LAX,2024-03-30 20:31:02,224,Cancelled,1347,347.86,66,Male,Medium,Emergency,Economy,0,None,Online,6.9,11.0,97,0,0,Middle
P2213,F1492,JetBlue,DEN,DEN,2024-12-05 16:15:01,189,On-time,1333,485.58,64,Female,Low,Leisure,Economy,1,Gold,Online,6.7,13.0,52,1,0,Middle
P2214,F621,United,DFW,SEA,2024-02-14 07:49:58,85,On-time,830,391.74,63,Male,Medium,Emergency,Business,0,None,Online,6.7,15.0,108,0,0,Aisle
P2215,F1018,Delta,LAX,ATL,2023-10-14 09:28:31,198,On-time,1076,350.4,56,Male,Low,Family,Economy,1,Platinum,Desk,4.5,12.0,118,0,0,Window
P2216,F1528,American Airlines,DEN,ORD,2023-10-26 19:05:35,91,Delayed,1339,394.3,72,Female,Low,Business,Premium Economy,0,None,Online,6.0,9.0,34,1,0,Middle
P2217,F1603,Delta,DFW,SFO,2023-05-07 07:53:27,237,Delayed,683,329.37,63,Female,Medium,Leisure,Business,1,Silver,Mobile App,7.4,10.0,61,1,0,Middle
P2218,F532,JetBlue,SFO,ATL,2024-03-06 22:46:26,285,Delayed,737,299.2,79,Female,Medium,Leisure,Premium Economy,1,None,Mobile App,5.5,14.0,111,0,0,Window
P2219,F208,JetBlue,SEA,SEA,2023-07-06 17:37:34,108,On-time,1159,373.49,38,Male,Medium,Leisure,Premium Economy,0,None,Online,8.9,33.0,8,0,0,Window
P2220,F899,United,ATL,DFW,2023-09-11 06:50:18,260,On-time,1604,345.31,32,Male,Medium,Emergency,Economy,1,Platinum,Airport Kiosk,7.5,2.0,53,0,0,Middle
P2221,F1329,United,LAX,JFK,2024-11-14 15:05:07,235,On-time,1453,499.17,21,Female,Low,Emergency,Economy,0,Silver,Airport Kiosk,6.7,1.0,15,1,0,Aisle
P2222,F1090,JetBlue,ORD,JFK,2024-03-15 00:53:28,144,On-time,761,198.54,50,Female,High,Family,Economy,2,Platinum,Desk,8.6,10.0,56,0,0,Middle
P2223,F1270,United,SEA,ORD,2023-09-25 07:46:19,197,Cancelled,1243,486.07,23,Male,Medium,Leisure,Economy,0,Platinum,Mobile App,6.9,1.0,78,0,0,Middle
P2224,F587,Southwest,ORD,LAX,2023-09-21 17:20:09,255,On-time,969,520.04,56,Female,Low,Family,Economy,0,Silver,Airport Kiosk,6.3,4.0,111,0,0,Middle
P2225,F1389,United,LAX,JFK,2024-10-17 17:45:29,193,Cancelled,900,329.02,33,Male,Medium,Business,Economy,2,Silver,Mobile App,8.8,1.0,108,0,1,Middle
P2226,F593,American Airlines,DEN,JFK,2024-04-08 15:22:33,192,On-time,1077,310.81,45,Female,Medium,Business,Economy,0,Silver,Desk,7.5,9.0,30,0,0,Aisle
P2227,F203,Delta,ATL,DEN,2023-05-26 21:56:16,207,On-time,1253,281.63,26,Male,High,Business,Economy,2,None,Mobile App,4.5,15.0,33,0,0,Aisle
P2228,F1084,Delta,DFW,DEN,2023-08-07 18:25:58,81,Delayed,829,493.26,20,Male,High,Family,Economy,0,None,Airport Kiosk,6.1,3.0,41,0,0,Aisle
P2229,F425,United,DEN,DFW,2024-04-02 17:00:17,163,On-time,1204,292.45,30,Male,Medium,Business,Premium Economy,2,None,Desk,8.6,25.0,118,0,0,Aisle
P2230,F622,American Airlines,ATL,ORD,2024-02-21 01:43:01,127,Delayed,1152,206.87,57,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,6.1,10.0,73,0,0,Middle
P2231,F495,United,DFW,ATL,2023-07-30 21:54:50,158,On-time,1380,233.21,52,Female,Low,Emergency,Economy,0,None,Mobile App,8.7,44.0,46,0,0,Window
P2232,F1719,American Airlines,SEA,SFO,2023-11-01 01:35:22,230,On-time,1415,379.56,57,Male,Medium,Leisure,Economy,0,Silver,Online,9.6,10.0,41,0,1,Middle
P2233,F1764,American Airlines,SEA,SFO,2025-01-06 12:10:35,210,Delayed,1094,197.74,40,Female,Low,Business,Economy,0,None,Airport Kiosk,6.5,15.0,36,0,0,Window
P2234,F1509,American Airlines,DEN,SEA,2025-02-10 09:27:28,217,On-time,1081,316.13,46,Female,Medium,Leisure,Economy,0,None,Online,8.8,11.0,79,1,0,Middle
P2235,F419,Delta,ORD,LAX,2024-03-23 11:46:38,101,Delayed,1050,327.64,55,Male,Low,Business,Economy,0,Platinum,Airport Kiosk,6.6,2.0,51,0,0,Aisle
P2236,F96,Southwest,ORD,ORD,2025-02-07 00:03:52,205,On-time,1079,402.68,58,Female,Medium,Emergency,Economy,0,Silver,Online,6.1,6.0,8,0,0,Middle
P2237,F34,United,ATL,SEA,2023-05-28 06:33:11,152,On-time,722,519.43,18,Female,Medium,Emergency,Economy,0,Platinum,Desk,6.6,3.0,48,0,0,Window
P2238,F128,United,LAX,JFK,2024-01-09 02:53:41,142,On-time,1631,455.59,59,Female,High,Emergency,Economy,0,None,Airport Kiosk,7.0,2.0,23,0,0,Middle
P2239,F1404,Delta,LAX,LAX,2024-07-18 18:02:31,237,On-time,1186,417.57,75,Female,Medium,Family,Premium Economy,0,Silver,Desk,8.4,2.0,110,0,0,Aisle
P2240,F665,JetBlue,JFK,ORD,2023-10-17 17:58:45,121,Delayed,1152,262.68,75,Male,Medium,Leisure,Premium Economy,3,Silver,Desk,5.9,3.0,96,0,1,Aisle
P2241,F424,American Airlines,LAX,LAX,2024-06-09 06:34:25,276,On-time,1690,293.3,45,Female,Medium,Leisure,First,0,None,Desk,6.4,4.0,45,0,0,Window
P2242,F1453,JetBlue,DEN,LAX,2025-04-06 04:29:15,46,On-time,1409,293.75,45,Female,Medium,Family,Economy,1,Silver,Mobile App,3.5,44.0,36,0,0,Window
P2243,F1954,Delta,ATL,SEA,2025-02-19 11:13:30,215,Delayed,1551,451.97,25,Male,Medium,Leisure,Economy,1,None,Online,7.0,2.0,50,0,0,Aisle
P2244,F197,American Airlines,DFW,JFK,2023-08-18 07:33:31,223,On-time,1701,513.51,26,Female,Medium,Leisure,Economy,1,Silver,Online,7.2,1.0,68,0,0,Aisle
P2245,F133,JetBlue,DFW,LAX,2024-01-29 03:06:46,44,On-time,1274,272.97,65,Female,Medium,Emergency,Economy,0,Silver,Mobile App,6.1,3.0,36,0,0,Aisle
P2246,F1710,United,ATL,ORD,2024-12-14 21:43:18,166,On-time,1049,298.14,54,Female,Medium,Emergency,Economy,0,Silver,Online,6.8,5.0,0,0,0,Window
